u,v,key,osmid,highway,lanes,name,oneway,reversed,length,junction,geometry,ref,access,bridge,maxspeed,tunnel
4357358566,4415561676,0,437957534,residential,,,False,True,51.85014461870221,,"LINESTRING (72.8732665 19.0734341, 72.8737097 19.073639)",,,,,
4357358587,4357358588,0,437957541,residential,,,False,True,49.84917039872241,,"LINESTRING (72.8762221 19.0773113, 72.876695 19.0773464)",,,,,
4357358588,4357358587,0,437957541,residential,,,False,False,49.84917039872241,,"LINESTRING (72.876695 19.0773464, 72.8762221 19.0773113)",,,,,
4357358588,4357358593,0,437957542,residential,,,False,False,47.030745524023054,,"LINESTRING (72.876695 19.0773464, 72.8767158 19.0769239)",,,,,
4357358588,622060489,0,437957541,residential,,,False,True,95.77052957400048,,"LINESTRING (72.876695 19.0773464, 72.8769386 19.0773262, 72.8776049 19.0773018)",,,,,
4357358592,1647285790,0,"[1158399730, 275783915]",trunk,2,Shahid Major Kaustubh Rane flyover,True,False,377.3059424783339,,"LINESTRING (72.8766069 19.0764911, 72.8767609 19.0764257, 72.8769096 19.076354, 72.8770481 19.0762767, 72.877188 19.0761917, 72.8782407 19.0755028, 72.8785263 19.0753259, 72.8788236 19.0751658, 72.8794429 19.07487, 72.8796938 19.0747772)",SCLR,,yes,"['100', '120']",
4357358592,13479795775,0,1469865142,primary,1,SCLR - LBS Marg Connector,True,False,274.7907268883818,,"LINESTRING (72.8766069 19.0764911, 72.8768662 19.0764337, 72.8773613 19.0761263, 72.8774259 19.0761081, 72.8775173 19.0761156, 72.8776191 19.0762235, 72.8783299 19.0771795, 72.8784048 19.0773626)",,,yes,,
4357358593,4357358588,0,437957542,residential,,,False,True,47.030745524023054,,"LINESTRING (72.8767158 19.0769239, 72.876695 19.0773464)",,,,,
4357358593,4415746717,0,437957542,residential,,,False,False,42.25008591331807,,"LINESTRING (72.8767158 19.0769239, 72.8766997 19.0766672, 72.8766348 19.0765608)",,,,,
4357358593,11054517749,0,437957543,residential,,,False,False,298.5666791347388,,"LINESTRING (72.8767158 19.0769239, 72.876493 19.0769933, 72.8759247 19.0770111, 72.8756437 19.076984, 72.8752706 19.0768952, 72.8751711 19.0768593, 72.8747646 19.0767173, 72.8744553 19.0765002, 72.8741056 19.0762393)",,,,,
4357358608,13479795775,0,1116758439,primary,,Lal Bahadur Shastri Marg,True,False,30.14554250095929,,"LINESTRING (72.8782403 19.0771405, 72.8784048 19.0773626)",,,,,
4357358608,4357358610,0,437957546,residential,,,False,False,42.58017084948559,,"LINESTRING (72.8782403 19.0771405, 72.8780651 19.0771784, 72.8779412 19.0771743, 72.8778661 19.0771098)",,,,,
4357358610,4357358613,0,437957547,residential,,,False,True,26.842333363032207,,"LINESTRING (72.8778661 19.0771098, 72.8776185 19.0771691)",,,,,
4357358610,4357358612,0,437957546,residential,,,False,False,49.784044044338984,,"LINESTRING (72.8778661 19.0771098, 72.8777954 19.0769094, 72.8779177 19.0767031)",,,,,
4357358610,4357358608,0,437957546,residential,,,False,True,42.5801708494856,,"LINESTRING (72.8778661 19.0771098, 72.8779412 19.0771743, 72.8780651 19.0771784, 72.8782403 19.0771405)",,,,,
4357358612,4357358608,0,1116758439,primary,,Lal Bahadur Shastri Marg,True,False,59.2861083175272,,"LINESTRING (72.8779177 19.0767031, 72.8782403 19.0771405)",,,,,
4357358612,4357358610,0,437957546,residential,,,False,True,49.784044044338984,,"LINESTRING (72.8779177 19.0767031, 72.8777954 19.0769094, 72.8778661 19.0771098)",,,,,
4357358613,622060489,0,49014306,residential,,,False,True,14.824640769392499,,"LINESTRING (72.8776185 19.0771691, 72.8776049 19.0773018)",,,,,
4357358613,4357358610,0,437957547,residential,,,False,False,26.842333363032207,,"LINESTRING (72.8776185 19.0771691, 72.8778661 19.0771098)",,,,,
4357358613,13353045800,0,49014306,residential,,,False,False,40.8564422814397,,"LINESTRING (72.8776185 19.0771691, 72.8776371 19.0769874, 72.8776263 19.0768028)",,,,,
4357367987,4357367988,0,437958856,residential,,,False,True,61.447624658711305,,"LINESTRING (72.8832592 19.0845932, 72.8826754 19.0846247)",,,,,
4357367987,2246472919,0,437958855,residential,,,False,True,103.90304634599212,,"LINESTRING (72.8832592 19.0845932, 72.8832686 19.0850244, 72.8832699 19.0850991, 72.8832585 19.085134, 72.8832123 19.0851644, 72.8831452 19.0851828, 72.883109 19.0852119, 72.8830889 19.0852848, 72.8830621 19.0854351)",,,,,
4357367987,2622177307,0,"[437958856, 1325469678]",residential,,Pipeline Road,False,"[False, True]",85.43279311016688,,"LINESTRING (72.8832592 19.0845932, 72.8834924 19.084563, 72.8833798 19.0840276)",,,,,
4357367988,4357367987,0,437958856,residential,,,False,False,61.447624658711305,,"LINESTRING (72.8826754 19.0846247, 72.8832592 19.0845932)",,,,,
4357368091,11071077601,0,1508895772,residential,,,False,True,70.79361813559498,,"LINESTRING (72.8789587 19.0844232, 72.8792129 19.0850128)",,,,,
4357381428,4357381430,0,437960380,residential,,,False,False,160.70782700210395,,"LINESTRING (72.8774497 19.0861652, 72.8766545 19.0862487, 72.8765904 19.0855622)",,,,,
4357381430,1647285951,0,437960379,residential,,,False,True,75.28308083122255,,"LINESTRING (72.8765904 19.0855622, 72.8772923 19.0854266)",,,,,
4357381430,1647285951,1,"[437960379, 151889277]",residential,,,False,False,443.8632918677346,,"LINESTRING (72.8765904 19.0855622, 72.8762278 19.0855852, 72.8753051 19.0857474, 72.8752642 19.0857455, 72.8752401 19.085736, 72.8752327 19.0857278, 72.87523 19.0857094, 72.8752696 19.0856226, 72.8753185 19.0855383, 72.8754687 19.0852151, 72.8756176 19.0849312, 72.8756759 19.0848292, 72.8757068 19.0847988, 72.875741 19.0847823, 72.8757785 19.0847766, 72.8758007 19.084781, 72.8760979 19.0848744, 72.8765623 19.0850673, 72.877056 19.0852723, 72.8772923 19.0854266)",,,,,
4357381430,4357381428,0,437960380,residential,,,False,True,160.70782700210395,,"LINESTRING (72.8765904 19.0855622, 72.8766545 19.0862487, 72.8774497 19.0861652)",,,,,
4357381437,11057975858,0,1190960314,residential,,,False,False,23.155306120776775,,"LINESTRING (72.8854447 19.0786575, 72.8856253 19.0787768)",,,,,
4357381437,11057975859,0,125344250,tertiary,,Premier Road,False,False,50.29400850991015,,"LINESTRING (72.8854447 19.0786575, 72.88544 19.0787119, 72.8854057 19.0791083)",,,,,
4357381437,7401192412,0,125344250,tertiary,,Premier Road,False,True,145.77955475775974,,"LINESTRING (72.8854447 19.0786575, 72.8854943 19.0784297, 72.8857244 19.0773734)",,,,,
4357381439,13353097342,0,437964782,residential,,,False,False,34.457206177136136,,"LINESTRING (72.8865997 19.0819739, 72.8868122 19.0822099)",,,,,
4357381439,8692591569,0,235864125,tertiary,2,Kohinoor - Vidyavihar Road,False,False,229.24113338194454,,"LINESTRING (72.8865997 19.0819739, 72.8867611 19.0818953, 72.8872177 19.0816727, 72.8876106 19.0814812, 72.8876574 19.0814584, 72.8885385 19.0810289)",,,,,
4357381439,13353098081,0,235864125,tertiary,2,Kohinoor - Vidyavihar Road,False,True,126.98178057692125,,"LINESTRING (72.8865997 19.0819739, 72.8863276 19.0821162, 72.8855424 19.0825268)",,,,,
4357381447,4357381459,0,1497913369,primary,,Lal Bahadur Shastri Marg,True,False,100.30759118387422,,"LINESTRING (72.8894356 19.0847547, 72.8884879 19.0848626)",,,,,
4357381447,4357381455,0,437960385,residential,,Naupada Road,False,False,128.30173707586982,,"LINESTRING (72.8894356 19.0847547, 72.8892336 19.0843801, 72.8891099 19.0839542, 72.8891385 19.0836637)",,,,,
4357381455,13152745039,0,437960385,residential,,Naupada Road,False,False,160.9048226407138,,"LINESTRING (72.8891385 19.0836637, 72.8891452 19.0835951, 72.8891364 19.0834365, 72.8891099 19.0832027, 72.8889596 19.0829104, 72.8888541 19.082849, 72.8885454 19.0828535, 72.8885159 19.0828725, 72.8884962 19.0829186, 72.8885068 19.0830852)",,,,,
4357381455,4357381447,0,437960385,residential,,Naupada Road,False,True,128.30173707586982,,"LINESTRING (72.8891385 19.0836637, 72.8891099 19.0839542, 72.8892336 19.0843801, 72.8894356 19.0847547)",,,,,
4357381455,4357381458,0,437960386,residential,,,False,False,110.99609980771407,,"LINESTRING (72.8891385 19.0836637, 72.8894721 19.083687, 72.8897902 19.0836118, 72.8901761 19.0835374)",,,,,
4357381458,1392485673,0,1238884954,tertiary,2,Naupada Road,False,False,125.51815489146335,,"LINESTRING (72.8901761 19.0835374, 72.8904181 19.0846428)",,,,,
4357381458,4357381455,0,437960386,residential,,,False,True,110.99609980771406,,"LINESTRING (72.8901761 19.0835374, 72.8897902 19.0836118, 72.8894721 19.083687, 72.8891385 19.0836637)",,,,,
4357381458,11396019526,0,1238884954,tertiary,2,Naupada Road,False,True,298.3606076256985,,"LINESTRING (72.8901761 19.0835374, 72.8895107 19.0809523, 72.8895032 19.0809307)",,,,,
4357381459,4357381462,0,1101687683,primary,,Lal Bahadur Shastri Marg,True,False,148.5834951781067,,"LINESTRING (72.8884879 19.0848626, 72.8870841 19.0850225)",,,,,
4357381459,11068731153,0,1192348421,residential,,,False,False,8.30593547409792,,"LINESTRING (72.8884879 19.0848626, 72.8884702 19.0847898)",,,,,
4357381462,4357381464,0,437960388,residential,,,False,False,49.73391189978974,,"LINESTRING (72.8870841 19.0850225, 72.8872015 19.0848883, 72.8872369 19.0847501, 72.8872455 19.0846194)",,,,,
4357381462,619309790,0,1101687683,primary,,Lal Bahadur Shastri Marg,True,False,102.0546301361851,,"LINESTRING (72.8870841 19.0850225, 72.886978 19.0850346, 72.8866555 19.085027, 72.8866084 19.0850259, 72.8862347 19.0849681, 72.8861203 19.0849504)",,,,,
4357381464,4357381465,0,437960389,residential,,Culbaver road,False,False,26.805889794070694,,"LINESTRING (72.8872455 19.0846194, 72.8871966 19.0843828)",,,,,
4357381464,4357381462,0,437960388,residential,,,False,True,49.73391189978974,,"LINESTRING (72.8872455 19.0846194, 72.8872369 19.0847501, 72.8872015 19.0848883, 72.8870841 19.0850225)",,,,,
4357381464,4357381468,0,437960390,residential,,,False,True,70.52185262724106,,"LINESTRING (72.8872455 19.0846194, 72.886933 19.0846332, 72.886919 19.0846291, 72.8869124 19.0846198, 72.8868372 19.0844892, 72.886802 19.0843715, 72.8868197 19.0843324)",,,,,
4357381465,4357381464,0,437960389,residential,,Culbaver road,False,True,26.805889794070694,,"LINESTRING (72.8871966 19.0843828, 72.8872455 19.0846194)",,,,,
4357381465,6029814725,0,"[640030765, 437960389]",residential,,"['Culbaver Road', 'Culbaver road']",False,"[False, True]",62.78749334159319,,"LINESTRING (72.8871966 19.0843828, 72.8871979 19.0840773, 72.8871248 19.0840493, 72.8870953 19.0838668)",,,,,
4357381465,4357381468,0,437960390,residential,,,False,False,40.68466682491237,,"LINESTRING (72.8871966 19.0843828, 72.8869337 19.0843169, 72.8868197 19.0843324)",,,,,
4357381468,4357381464,0,437960390,residential,,,False,False,70.52185262724106,,"LINESTRING (72.8868197 19.0843324, 72.886802 19.0843715, 72.8868372 19.0844892, 72.8869124 19.0846198, 72.886919 19.0846291, 72.886933 19.0846332, 72.8872455 19.0846194)",,,,,
4357381468,4357381465,0,437960390,residential,,,False,True,40.68466682491237,,"LINESTRING (72.8868197 19.0843324, 72.8869337 19.0843169, 72.8871966 19.0843828)",,,,,
4357381468,11068344558,0,1192262870,residential,,,False,False,82.01953282964945,,"LINESTRING (72.8868197 19.0843324, 72.8868359 19.0840567, 72.8868279 19.0840033, 72.8867819 19.0839772, 72.8864252 19.0838601)",,,,,
4357381474,4357381475,0,437960393,residential,,,False,False,158.52504491247518,,"LINESTRING (72.8797509 19.0877587, 72.8801344 19.0877537, 72.8802323 19.0877613, 72.8803175 19.087779, 72.8803812 19.0877917, 72.8812505 19.0878816)",,,,,
4357381475,2246473133,0,122183199,primary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,False,91.35864856082364,,"LINESTRING (72.8812505 19.0878816, 72.881251 19.0880245, 72.8812516 19.0881744, 72.8812838 19.0883823, 72.8813791 19.088688)",,,,,
4357381475,2246472960,0,122183199,primary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,True,220.69219310264612,,"LINESTRING (72.8812505 19.0878816, 72.8812405 19.0875648, 72.8812382 19.0874901, 72.8811955 19.0870528, 72.8811466 19.0868535, 72.8809198 19.0859287)",,,,,
4357381475,4357381474,0,437960393,residential,,,False,True,158.52504491247518,,"LINESTRING (72.8812505 19.0878816, 72.8803812 19.0877917, 72.8803175 19.087779, 72.8802323 19.0877613, 72.8801344 19.0877537, 72.8797509 19.0877587)",,,,,
4357381478,2246472626,0,437960394,residential,,,False,True,138.80393612836156,,"LINESTRING (72.8815725 19.0785692, 72.8810192 19.0785611, 72.8805954 19.0785256, 72.8802537 19.0785395)",,,,,
4357416049,11045723145,0,260786326,tertiary,,,False,False,18.835473870229382,,"LINESTRING (72.8836828 19.0763541, 72.8835126 19.076301)",,,,,
4357416049,2663447653,0,260786326,tertiary,,,False,True,21.555812162453154,,"LINESTRING (72.8836828 19.0763541, 72.8838607 19.0764506)",,,,,
4357416049,11045733888,0,437960395,residential,,,False,False,75.26229227311825,,"LINESTRING (72.8836828 19.0763541, 72.8838123 19.0759764, 72.8841005 19.0759123)",,,,,
4357416070,13353097342,0,437964782,residential,,,False,True,170.52397135022946,,"LINESTRING (72.8879539 19.0832516, 72.887892 19.0831932, 72.887812 19.0830384, 72.8877538 19.0829249, 72.8876228 19.0827943, 72.8874809 19.0826808, 72.8872287 19.0824945, 72.886941 19.0823529, 72.8868122 19.0822099)",,,,,
4362728140,4362728141,0,438534171,residential,,,False,True,34.776449843608574,,"LINESTRING (72.8969603 19.0623077, 72.8970791 19.0625996)",,permissive,,,
4362728140,4362728145,0,1153123664,residential,,Postal Colony Road,False,False,46.23139436328388,,"LINESTRING (72.8969603 19.0623077, 72.8971674 19.0622246, 72.8973652 19.0621452)",,,,,
4362728140,1651414487,0,1153123664,residential,,Postal Colony Road,False,True,127.18297540016815,,"LINESTRING (72.8969603 19.0623077, 72.8967569 19.0623828, 72.8963128 19.0625469, 72.8958332 19.0627241)",,,,,
4362728141,4362728140,0,438534171,residential,,,False,False,34.776449843608574,,"LINESTRING (72.8970791 19.0625996, 72.8969603 19.0623077)",,permissive,,,
4362728141,13790414041,0,438534172,residential,,,False,False,24.08933404728909,,"LINESTRING (72.8970791 19.0625996, 72.8972906 19.0625161)",,permissive,,,
4362728141,4551339673,0,"[438534171, 438534173]",residential,,,False,"[False, True]",142.9257280223361,,"LINESTRING (72.8970791 19.0625996, 72.8972285 19.0629665, 72.8972515 19.0629994, 72.8972983 19.0630002, 72.8976368 19.0628638, 72.8976486 19.0628518, 72.8976535 19.0628287, 72.8976466 19.0628046, 72.8974881 19.0624382)",,permissive,,,
4362728145,6571923643,0,1153123664,residential,,Postal Colony Road,False,False,49.09284041338438,,"LINESTRING (72.8973652 19.0621452, 72.8976199 19.0620435, 72.8977955 19.0619734)",,,,,
4362728145,4362728140,0,1153123664,residential,,Postal Colony Road,False,True,46.23139436328388,,"LINESTRING (72.8973652 19.0621452, 72.8971674 19.0622246, 72.8969603 19.0623077)",,,,,
4362728145,4551339673,0,"[438534173, 1191835575]",residential,,,False,True,35.04788274247017,,"LINESTRING (72.8973652 19.0621452, 72.897385 19.0621904, 72.8974881 19.0624382)",,permissive,,,
4362728148,2248802699,0,215438460,residential,,Postal Colony Lane 2,False,False,142.8212358635839,,"LINESTRING (72.8946409 19.0615923, 72.8935649 19.0608078)",,,,,
4362728148,6293072354,0,438534176,residential,,,False,False,27.26216654343856,,"LINESTRING (72.8946409 19.0615923, 72.8947876 19.0613901)",,,,,
4362728148,2248802798,0,215438460,residential,,Postal Colony Lane 2,False,True,144.73837440828828,,"LINESTRING (72.8946409 19.0615923, 72.8953551 19.0621153, 72.895638 19.0623047, 72.8957625 19.0623285)",,,,,
4362728156,4362728157,0,438534179,residential,,,False,False,120.78355556996915,,"LINESTRING (72.8899749 19.0572824, 72.8910656 19.0576246)",,,,,
4362728156,10279771659,0,1124095114,tertiary,,K N Gaiakwad Marg,True,False,83.80191154802364,,"LINESTRING (72.8899749 19.0572824, 72.8901904 19.0565568)",,,,,
4362728156,10279771679,0,1331929248,residential,,,False,False,8.120189925186152,,"LINESTRING (72.8899749 19.0572824, 72.8899035 19.0572545)",,,,,
4362728157,4362728156,0,438534179,residential,,,False,True,120.78355556996915,,"LINESTRING (72.8910656 19.0576246, 72.8899749 19.0572824)",,,,,
4362728160,10207346714,0,215438463,tertiary,,St Vershaw Kakkaya Marg,False,True,103.50478029330375,,"LINESTRING (72.8892791 19.0559732, 72.8892532 19.0559575, 72.8888953 19.0557545, 72.8884363 19.0554917)",,,,,
4362728160,13789930613,0,1124095117,tertiary,,St Vershaw Kakkaya Marg,True,False,24.558478351172592,,"LINESTRING (72.8892791 19.0559732, 72.889309 19.0560194, 72.8894597 19.056106)",,,,,
4366100891,1643035311,0,151489113,residential,,Vasantrao Bhagwati Marg,False,False,37.22243597683649,,"LINESTRING (72.9013151 19.0796287, 72.9012427 19.079651, 72.901203 19.0796632, 72.9010023 19.0797811)",,,,,
4366129933,4366129935,0,122303828,tertiary,,Shell Colony Road,False,True,72.39975871506563,,"LINESTRING (72.8881127 19.0593772, 72.8887051 19.0597095)",,,,,
4366129933,4366129934,0,438980154,residential,,,False,False,58.433110730366806,,"LINESTRING (72.8881127 19.0593772, 72.8884069 19.0589313)",,,,,
4366129933,4357309666,0,122303828,tertiary,,Shell Colony Road,False,False,97.98464306902117,,"LINESTRING (72.8881127 19.0593772, 72.8874288 19.0589898, 72.8873239 19.0589095)",,,,,
4366129934,4366129933,0,438980154,residential,,,False,True,58.433110730366806,,"LINESTRING (72.8884069 19.0589313, 72.8881127 19.0593772)",,,,,
4366129935,4366129933,0,122303828,tertiary,,Shell Colony Road,False,False,72.39975871506563,,"LINESTRING (72.8887051 19.0597095, 72.8881127 19.0593772)",,,,,
4366129935,4366129936,0,438980155,residential,,,False,False,40.84988923584667,,"LINESTRING (72.8887051 19.0597095, 72.8889079 19.0593961)",,,,,
4366129935,4357309654,0,122303828,tertiary,,Shell Colony Road,False,True,146.98303692058215,,"LINESTRING (72.8887051 19.0597095, 72.8892679 19.0600125, 72.889866 19.0604415)",,,,,
4366129936,4366129935,0,438980155,residential,,,False,True,40.84988923584667,,"LINESTRING (72.8889079 19.0593961, 72.8887051 19.0597095)",,,,,
4415561676,4357358566,0,437957534,residential,,,False,False,51.85014461870221,,"LINESTRING (72.8737097 19.073639, 72.8732665 19.0734341)",,,,,
4415561676,2244797566,0,1190518042,residential,,,False,False,38.6312149645947,,"LINESTRING (72.8737097 19.073639, 72.8738701 19.0733264)",,,,,
4415561676,2244797582,0,"[1509441202, 1190518043]",residential,,,False,True,46.80863527255435,,"LINESTRING (72.8737097 19.073639, 72.873667 19.0737269, 72.8736651 19.0737457, 72.873674 19.0737591, 72.8739436 19.0738966)",,,,,
4415746717,4357358593,0,437957542,residential,,,False,True,42.25008591331807,,"LINESTRING (72.8766348 19.0765608, 72.8766997 19.0766672, 72.8767158 19.0769239)",,,,,
4445050837,7380517054,0,1335309078,residential,,,True,False,17.62678827624799,,"LINESTRING (72.896079 19.0692618, 72.8960741 19.0692788, 72.8960731 19.0692964, 72.8960761 19.0693138, 72.8960848 19.0693333, 72.8960984 19.0693501, 72.896116 19.069363, 72.8961366 19.0693713, 72.8961587 19.0693744)",,,,,
4445143770,1232644335,0,151488615,residential,,Road No 4,False,False,29.429063015744678,,"LINESTRING (72.8949152 19.0669971, 72.8949664 19.0667369)",,,,,
4445143770,1232644635,0,151488615,residential,,Road No 4,False,True,82.97771564945265,,"LINESTRING (72.8949152 19.0669971, 72.8947132 19.0677185)",,,,,
4445143770,4445143774,0,447358901,residential,,,False,False,188.68824760726784,,"LINESTRING (72.8949152 19.0669971, 72.8953337 19.0671265, 72.8956572 19.0672624, 72.8961575 19.0675427, 72.896445 19.0678314)",,,,,
4445143774,4445143775,0,447358901,residential,,,False,False,50.724803444874276,,"LINESTRING (72.896445 19.0678314, 72.8967369 19.0681947)",,,,,
4445143774,8692705065,0,938297201,residential,,,False,False,59.46150208051673,,"LINESTRING (72.896445 19.0678314, 72.8958838 19.0678994)",,,,,
4445143774,4445143770,0,447358901,residential,,,False,True,188.6882476072678,,"LINESTRING (72.896445 19.0678314, 72.8961575 19.0675427, 72.8956572 19.0672624, 72.8953337 19.0671265, 72.8949152 19.0669971)",,,,,
4445143775,4445143774,0,447358901,residential,,,False,True,50.724803444874276,,"LINESTRING (72.8967369 19.0681947, 72.896445 19.0678314)",,,,,
4445143775,12353472090,0,1335309076,residential,,Sainath Mandir Road,False,False,128.58966685204823,,"LINESTRING (72.8967369 19.0681947, 72.8965428 19.0684137, 72.8963943 19.0686627, 72.8962967 19.0689331, 72.8961834 19.0692125)",,,,,
4445143775,1232644156,0,1335309076,residential,,Sainath Mandir Road,False,True,48.32495267228336,,"LINESTRING (72.8967369 19.0681947, 72.8969111 19.0680528, 72.8971045 19.0679354)",,,,,
4462480898,11375281418,0,120517007,residential,,Prakash Thorat Marg,False,False,68.39135564713418,,"LINESTRING (72.9002978 19.0632223, 72.9008814 19.0629502)",,,,,
4462480898,4357289628,0,437950421,residential,,,False,True,111.10504625413017,,"LINESTRING (72.9002978 19.0632223, 72.9007135 19.064141)",,,,,
4462480898,2246471824,0,120517007,residential,,Prakash Thorat Marg,False,True,59.4305824781578,,"LINESTRING (72.9002978 19.0632223, 72.9001881 19.0632769, 72.8997922 19.0634616)",,,,,
4463696697,2246472218,0,449412718,residential,,,False,True,99.84401271216622,,"LINESTRING (72.8823522 19.071005, 72.88142 19.0711783)",,,,,
4465528799,2439252028,0,235853252,tertiary,,,True,False,16.99901318113738,,"LINESTRING (72.8994182 19.065918, 72.8995643 19.0659836)",,,,,
4465528799,10279771621,0,1380178534,tertiary,,Ghatkopar Mahul Road,True,False,184.1440443828741,,"LINESTRING (72.8994182 19.065918, 72.8994048 19.0662324, 72.8998796 19.0674965)",,,,,
4477962302,4357358564,0,437957531,residential,,Kapadia Main Road,False,False,45.246034769625616,,"LINESTRING (72.8728149 19.0742916, 72.8730067 19.0739273)",,permissive,,,
4477962302,2804548108,0,437957531,residential,,Kapadia Main Road,False,True,83.28017267724618,,"LINESTRING (72.8728149 19.0742916, 72.8726982 19.0745132, 72.8726345 19.0746341, 72.8724837 19.0749206, 72.8724618 19.0749621)",,permissive,,,
4477962302,2244797594,0,"[437957533, 49014310]",residential,,,False,False,96.98846457346659,,"LINESTRING (72.8728149 19.0742916, 72.8732194 19.0744947, 72.8732455 19.0744999, 72.8732714 19.0744869, 72.8734526 19.0741405)",,permissive,,,
4551339673,11135357648,0,438534172,residential,,,False,False,20.45684221836935,,"LINESTRING (72.8974881 19.0624382, 72.8976674 19.0623666)",,permissive,,,
4551339673,13790414041,0,438534172,residential,,,False,True,22.49165812723295,,"LINESTRING (72.8974881 19.0624382, 72.8972906 19.0625161)",,permissive,,,
4551339673,4362728145,0,"[438534173, 1191835575]",residential,,,False,False,35.04788274247017,,"LINESTRING (72.8974881 19.0624382, 72.897385 19.0621904, 72.8973652 19.0621452)",,permissive,,,
4551339673,4362728141,0,"[438534171, 438534173]",residential,,,False,"[False, True]",142.9257280223361,,"LINESTRING (72.8974881 19.0624382, 72.8976466 19.0628046, 72.8976535 19.0628287, 72.8976486 19.0628518, 72.8976368 19.0628638, 72.8972983 19.0630002, 72.8972515 19.0629994, 72.8972285 19.0629665, 72.8970791 19.0625996)",,permissive,,,
4636901089,4636901090,0,469349649,living_street,,kirol road,False,False,43.391951938568404,,"LINESTRING (72.8962804 19.0819449, 72.8966892 19.0818899)",,,,,
4636901089,13719825129,0,122184152,tertiary,,Station Road,True,False,142.5370988283257,,"LINESTRING (72.8962804 19.0819449, 72.8962557 19.0809903, 72.8962719 19.0808182, 72.8962717 19.080664)",,,,,
4636901090,4636901089,0,469349649,living_street,,kirol road,False,True,43.391951938568404,,"LINESTRING (72.8966892 19.0818899, 72.8962804 19.0819449)",,,,,
4636901090,13720214370,0,992670283,living_street,,,False,True,66.6323195322567,,"LINESTRING (72.8966892 19.0818899, 72.8967821 19.0818806, 72.8970243 19.0818759, 72.8973209 19.0819069)",,,,,
4636901090,13720214380,0,1498138758,living_street,,,False,True,39.0873716117444,,"LINESTRING (72.8966892 19.0818899, 72.8967068 19.0820366, 72.8967068 19.0820491, 72.896698 19.0820602, 72.8966693 19.082063, 72.8966517 19.0820755, 72.8966473 19.0820922, 72.8966608 19.0822037)",,,,,
4972461860,4357273836,0,437948381,residential,,,False,False,55.90359034935028,,"LINESTRING (72.8954405 19.0576513, 72.8959679 19.057586)",,,,,
4972461860,245665303,0,1240182692,secondary,2,Ramakrishna Chemburkar Marg,True,False,114.2820264134414,,"LINESTRING (72.8954405 19.0576513, 72.8953607 19.0573634, 72.8952415 19.056642)",,,,,
5242502017,11396019515,0,1498008167,tertiary_link,,,False,True,7.902009393000105,,"LINESTRING (72.8897085 19.0805433, 72.8897053 19.0806143)",,,,,
5242502017,2439359854,0,1497928387,tertiary,,Nathani Road,True,False,17.901969282736673,,"LINESTRING (72.8897085 19.0805433, 72.8896058 19.080522, 72.8895407 19.0805184)",,,,,
5242502020,2246472717,0,22855079,residential,,Nathani Road,False,False,350.3147441340213,,"LINESTRING (72.8905256 19.0775957, 72.8903465 19.0779665, 72.8901756 19.0782372, 72.889952 19.0786462, 72.8898149 19.0790256, 72.8897643 19.0793063, 72.8897305 19.0795373, 72.8897251 19.079782, 72.8897628 19.0801379, 72.8897994 19.0803507, 72.8898378 19.0805782)",,,,,
5242502020,245668306,0,"[1177201672, 1177201673, 1177201674]",tertiary,,Nathani Road,True,False,290.12535816590076,,"LINESTRING (72.8905256 19.0775957, 72.89111 19.0780671, 72.8916357 19.0785007, 72.8918799 19.0786337, 72.8919679 19.0786768, 72.8921511 19.0787705, 72.892648 19.0790385, 72.8927677 19.079094)",,,,,
5242502259,11189973293,0,"[542236634, 1207696823, 1207696824, 1207696825, 1207696826]",residential,,,False,False,356.17527674865204,,"LINESTRING (72.8858297 19.0733164, 72.8860805 19.0716076, 72.8863531 19.071323, 72.8860916 19.0711143, 72.8860424 19.0710751, 72.8859617 19.0710106, 72.8856622 19.0708182, 72.8856086 19.0708453, 72.8855539 19.0708731, 72.8854768 19.0709122, 72.8854429 19.0709731)",,,yes,,
5710194821,1647286387,0,1509425649,residential,,,False,True,28.501186954555347,,"LINESTRING (72.8881076 19.0902514, 72.8882775 19.0900516)",,,,,
5792167748,8909137832,0,151522888,trunk_link,2,,True,False,156.84248846770544,,"LINESTRING (72.8874693 19.0566052, 72.8863152 19.055711)",,,,,
5792167748,245665354,0,1267846979,secondary,,S G Barve Marg (C S T Road),True,False,39.059762216808664,,"LINESTRING (72.8874693 19.0566052, 72.8872739 19.056904)",,,,,
5865538270,4465528799,0,620862786,tertiary,,Ghatkopar Mahul Road,True,False,37.602239711202614,,"LINESTRING (72.8993212 19.0655925, 72.8994182 19.065918)",,,,,
5865538270,5865538271,0,1274359062,trunk_link,2,,True,False,15.334304672549433,,"LINESTRING (72.8993212 19.0655925, 72.8994426 19.065669)",,,,,
5865538271,13441759165,0,151522884,trunk_link,2,,True,False,6.248477961594163,,"LINESTRING (72.8994426 19.065669, 72.8994914 19.0657011)",,,,,
5865538271,1366938254,0,1119968790,secondary,,Ghatkopar Mahul Road,True,False,65.24625421174295,,"LINESTRING (72.8994426 19.065669, 72.8991816 19.0651366)",,,,,
5865538272,5865538270,0,1274364665,secondary,,Ghatkopar Mahul Road,True,False,61.9531963679018,,"LINESTRING (72.8990917 19.0650793, 72.8993212 19.0655925)",,,,,
