u,v,key,osmid,highway,lanes,name,oneway,reversed,length,junction,geometry,ref,access,bridge,maxspeed,tunnel,status
2246472430,11054554796,0,215242056,residential,,,False,True,92.7643096266961,,"LINESTRING (72.8980835 19.0759571, 72.8973524 19.0764246)",,,,,,Open
2246472430,2246472400,0,151489117,residential,,,False,True,58.97648327291518,,"LINESTRING (72.8980835 19.0759571, 72.8979415 19.0757603, 72.8978964 19.0756512, 72.8978688 19.0754781)",,,,,,Open
2246472442,2246472497,0,215242047,residential,,,False,False,77.12822784419785,,"LINESTRING (72.8808534 19.0760924, 72.8808392 19.0767859)",,,,,,Open
2246472442,1366027980,0,570227374,tertiary,,Masrani Lane,False,False,87.28770297078246,,"LINESTRING (72.8808534 19.0760924, 72.8814101 19.0761231, 72.8816826 19.0761381)",,,,,,Open
2246472442,245668052,0,570227374,tertiary,,Masrani Lane,False,True,89.93481173739417,,"LINESTRING (72.8808534 19.0760924, 72.8803178 19.0760629, 72.8800151 19.0759669)",,,,,,Open
2246472459,2246472430,0,151489117,residential,,,False,True,53.23668144567434,,"LINESTRING (72.8984003 19.0763307, 72.8980835 19.0759571)",,,,,,Flooded
2246472459,2246472509,0,215242060,residential,,,False,True,131.0005353756436,,"LINESTRING (72.8984003 19.0763307, 72.8973695 19.0769932)",,,,,,Open
2246472459,2246472484,0,151489117,residential,,,False,False,47.23983401361497,,"LINESTRING (72.8984003 19.0763307, 72.8984743 19.076417, 72.8986037 19.076568, 72.8986776 19.0766649)",,,,,,Open
2246472463,2246472505,0,542236629,tertiary,,Nathani Road,True,False,99.10231091009464,,"LINESTRING (72.8888695 19.0763585, 72.8896088 19.0769118)",,,,,,Open
2246472463,13725384759,0,1498800996,tertiary_link,,,False,False,11.255656942152743,,"LINESTRING (72.8888695 19.0763585, 72.8889384 19.076281)",,,,,,Open
2246472469,10228080552,0,215242139,residential,,,False,True,128.75332444775748,,"LINESTRING (72.879161 19.0764104, 72.8791288 19.0763736, 72.8784455 19.0754706)",,,,,,Open
2246472471,13720593005,0,215242118,residential,,,False,False,89.68831514436062,,"LINESTRING (72.8875924 19.0765134, 72.8881281 19.0758855)",,,,,,Open
2246472471,2246472519,0,215242118,residential,,,False,True,96.90355255891458,,"LINESTRING (72.8875924 19.0765134, 72.8870111 19.0771899)",,,,,,Flooded
2246472471,13720592979,0,215242149,residential,,,False,False,51.21753037051605,,"LINESTRING (72.8875924 19.0765134, 72.8877981 19.0766745, 72.8879688 19.076806)",,,,,,Open
2246472471,13720592938,0,215242149,residential,,,False,True,50.09027965516431,,"LINESTRING (72.8875924 19.0765134, 72.8874478 19.0764019, 72.8872219 19.07623)",,,,,,Open
2246472474,1366027983,0,125344250,tertiary,,Premier Road,False,False,94.88599088185182,,"LINESTRING (72.8862871 19.0766321, 72.8861152 19.0768428, 72.8857358 19.0773079)",,,,,,Open
2246472474,2246472422,0,125344250,tertiary,,Premier Road,False,True,96.06243435802575,,"LINESTRING (72.8862871 19.0766321, 72.8863662 19.076533, 72.8864127 19.0764754, 72.8866619 19.0761665, 72.8868374 19.0759423)",,,,,,Open
2246472474,2246472519,0,215242145,residential,,,False,False,98.16999763956264,,"LINESTRING (72.8862871 19.0766321, 72.8863304 19.0766645, 72.8864145 19.0767275, 72.8866124 19.0768756, 72.8868545 19.0770664, 72.8870111 19.0771899)",,,,,,Open
2246472478,11054554796,0,215242056,residential,,,False,False,31.892367997718697,,"LINESTRING (72.8971011 19.0765854, 72.8973524 19.0764246)",,,,,,Open
2246472484,2246472527,0,215242069,residential,,,False,True,105.09831465016934,,"LINESTRING (72.8986776 19.0766649, 72.8978362 19.0771758)",,,,,,Open
2246472484,2246472515,0,151489117,residential,,,False,False,50.36396551103958,,"LINESTRING (72.8986776 19.0766649, 72.8987872 19.0768012, 72.8989676 19.0770255)",,,,,,Open
2246472484,2246472459,0,151489117,residential,,,False,True,47.239834013614974,,"LINESTRING (72.8986776 19.0766649, 72.8986037 19.076568, 72.8984743 19.076417, 72.8984003 19.0763307)",,,,,,Flooded
2246472492,11054417891,0,215242089,residential,,,False,True,47.4594933995415,,"LINESTRING (72.8792859 19.0768514, 72.8792055 19.0768577, 72.8788346 19.0768628)",,,,,,Open
2246472497,2246472442,0,215242047,residential,,,False,True,77.12822784419785,,"LINESTRING (72.8808392 19.0767859, 72.8808534 19.0760924)",,,,,,Open
2246472501,11054417891,0,215242089,residential,,,False,False,68.48609087053447,,"LINESTRING (72.8781829 19.0768631, 72.8788346 19.0768628)",,,,,,Open
2246472501,1366009125,0,1266513701,primary,,Lal Bahadur Shastri Marg,True,False,113.4976142346641,,"LINESTRING (72.8781829 19.0768631, 72.8778249 19.0763983, 72.8775314 19.0760493)",,,,,,Open
2246472505,13725384757,0,1498800994,residential,,,False,False,6.576461049175685,,"LINESTRING (72.8896088 19.0769118, 72.8896505 19.0768677)",,,,,,Open
2246472505,5242502020,0,"[1177201674, 1177201675, 542236629]",tertiary,,Nathani Road,True,False,122.7693204132361,,"LINESTRING (72.8896088 19.0769118, 72.8898075 19.0770627, 72.8903021 19.0774385, 72.8904194 19.0775163, 72.8904719 19.0775564, 72.8905256 19.0775957)",,,yes,,,Open
2246472507,13720593018,0,215242112,residential,,,False,False,87.63220287654529,,"LINESTRING (72.8883021 19.0770627, 72.8888073 19.0764357)",,,,,,Open
2246472507,2246472562,0,215242112,residential,,,False,True,94.5292411130314,,"LINESTRING (72.8883021 19.0770627, 72.8877371 19.0777242)",,,,,,Open
2246472507,13720593016,0,215242149,residential,,,False,False,28.825692386631296,,"LINESTRING (72.8883021 19.0770627, 72.8885185 19.077222)",,,,,,Open
2246472507,13720592979,0,215242149,residential,,,False,True,45.18366262667816,,"LINESTRING (72.8883021 19.0770627, 72.888131 19.0769309, 72.8879688 19.076806)",,,,,,Open
2246472509,2246472459,0,215242060,residential,,,False,False,131.0005353756436,,"LINESTRING (72.8973695 19.0769932, 72.8984003 19.0763307)",,,,,,Open
2246472515,10936374463,0,1177190894,residential,,,False,False,66.60581075824076,,"LINESTRING (72.8989676 19.0770255, 72.8984515 19.0773732)",,,,,,Open
2246472515,1643035306,0,151489117,residential,,,False,False,44.96191722107248,,"LINESTRING (72.8989676 19.0770255, 72.8991392 19.0772278, 72.8991665 19.07726, 72.8992352 19.077341)",,,,,,Open
2246472515,2246472484,0,151489117,residential,,,False,True,50.36396551103958,,"LINESTRING (72.8989676 19.0770255, 72.8987872 19.0768012, 72.8986776 19.0766649)",,,,,,Flooded
2246472519,2246472471,0,215242118,residential,,,False,False,96.90355255891458,,"LINESTRING (72.8870111 19.0771899, 72.8875924 19.0765134)",,,,,,Open
2246472519,2246472580,0,215242118,residential,,,False,True,103.1891969655818,,"LINESTRING (72.8870111 19.0771899, 72.8863946 19.0779122)",,,,,,Open
2246472519,13720592947,0,215242145,residential,,,False,False,27.62736396208666,,"LINESTRING (72.8870111 19.0771899, 72.8872206 19.07734)",,,,,,Open
2246472519,2246472474,0,215242145,residential,,,False,True,98.16999763956264,,"LINESTRING (72.8870111 19.0771899, 72.8868545 19.0770664, 72.8866124 19.0768756, 72.8864145 19.0767275, 72.8863304 19.0766645, 72.8862871 19.0766321)",,,,,,Flooded
2246472523,2246472535,0,215242122,residential,,,False,False,104.09940421947934,,"LINESTRING (72.8802391 19.0771164, 72.8812266 19.0771903)",,,,,,Open
2246472523,2246472626,0,275786437,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,False,158.24916275421765,,"LINESTRING (72.8802391 19.0771164, 72.8802426 19.0774596, 72.8802444 19.0776304, 72.8802454 19.077731, 72.8802537 19.0785395)",,,,,,Open
2246472523,12068018711,0,275786437,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,True,38.62456167313882,,"LINESTRING (72.8802391 19.0771164, 72.8802391 19.076953, 72.8802187 19.0768216, 72.8802068 19.0767717)",,,,,,Open
2246472527,2246472484,0,215242069,residential,,,False,False,105.09831465016934,,"LINESTRING (72.8978362 19.0771758, 72.8986776 19.0766649)",,,,,,Open
2246472535,2246472523,0,215242122,residential,,,False,True,104.09940421947934,,"LINESTRING (72.8812266 19.0771903, 72.8802391 19.0771164)",,,,,,Open
2246472550,13725384758,0,215242117,residential,,,False,False,90.60511035334936,,"LINESTRING (72.889016 19.0775863, 72.8895669 19.0769595)",,,,,,Open
2246472550,2246472604,0,215242117,residential,,,False,True,95.92408434647844,,"LINESTRING (72.889016 19.0775863, 72.8884435 19.0782582)",,,,,,Open
2246472550,13720593030,0,215242149,residential,,,False,False,29.80846494524964,,"LINESTRING (72.889016 19.0775863, 72.8892348 19.0777569)",,,,,,Open
2246472550,13720593019,0,215242149,residential,,,False,True,23.248862626604403,,"LINESTRING (72.889016 19.0775863, 72.8888405 19.077459)",,,,,,Open
2246472562,2246472507,0,215242112,residential,,,False,False,94.5292411130314,,"LINESTRING (72.8877371 19.0777242, 72.8883021 19.0770627)",,,,,,Open
2246472562,2246472615,0,215242112,residential,,,False,True,103.32224995400304,,"LINESTRING (72.8877371 19.0777242, 72.88713 19.0784551)",,,,,,Open
2246472562,2246472604,0,215242145,residential,,,False,False,95.06019713924036,,"LINESTRING (72.8877371 19.0777242, 72.8884435 19.0782582)",,,,,,Open
2246472562,13720592967,0,215242145,residential,,,False,True,24.095263408786256,,"LINESTRING (72.8877371 19.0777242, 72.887558 19.0775889)",,,,,,Open
2246472580,2246472519,0,215242118,residential,,,False,False,103.1891969655818,,"LINESTRING (72.8863946 19.0779122, 72.8870111 19.0771899)",,,,,,Flooded
2246472580,13720592963,0,427242799,residential,,,False,True,25.557274421693137,,"LINESTRING (72.8863946 19.0779122, 72.8865855 19.0780546)",,,,,,Open
2246472580,7401192412,0,791680698,residential,,,False,False,92.46628861997212,,"LINESTRING (72.8863946 19.0779122, 72.8862265 19.0777782, 72.8859924 19.0775915, 72.8857244 19.0773734)",,,,,,Open
2246472588,13720593037,0,215242149,residential,,,False,True,27.244251047778764,,"LINESTRING (72.8897273 19.0781407, 72.8895273 19.0779848)",,,,,,Open
2246472588,2246472640,0,215242175,residential,,,False,False,94.48221769435868,,"LINESTRING (72.8897273 19.0781407, 72.8891679 19.0788059)",,,,,,Open
2246472588,13725384756,0,215242175,residential,,,False,True,85.5568264598308,,"LINESTRING (72.8897273 19.0781407, 72.8902231 19.0775304)",,,,,,Flooded
2246472588,2246472602,0,215242149,residential,,,False,False,26.183940856019785,,"LINESTRING (72.8897273 19.0781407, 72.8899 19.078265, 72.8899255 19.0782834)",,,,,,Open
2246472602,2246472588,0,215242149,residential,,,False,True,26.183940856019785,,"LINESTRING (72.8899255 19.0782834, 72.8899 19.078265, 72.8897273 19.0781407)",,,,,,Open
2246472604,2246472550,0,215242117,residential,,,False,False,95.92408434647844,,"LINESTRING (72.8884435 19.0782582, 72.889016 19.0775863)",,,,,,Open
2246472604,2246472644,0,215242117,residential,,,False,True,101.92180822852072,,"LINESTRING (72.8884435 19.0782582, 72.88782 19.0789603)",,,,,,Open
2246472604,2246472640,0,215242145,residential,,,False,False,97.48872008257112,,"LINESTRING (72.8884435 19.0782582, 72.8891679 19.0788059)",,,,,,Open
2246472604,2246472562,0,215242145,residential,,,False,True,95.06019713924036,,"LINESTRING (72.8884435 19.0782582, 72.8877371 19.0777242)",,,,,,Open
2246472615,2246472562,0,215242112,residential,,,False,False,103.32224995400304,,"LINESTRING (72.88713 19.0784551, 72.8877371 19.0777242)",,,,,,Open
2246472615,13720592965,0,427242799,residential,,,False,False,27.26020862254484,,"LINESTRING (72.88713 19.0784551, 72.8869249 19.078305)",,,,,,Open
2246472615,7046060440,0,427242799,residential,,,False,True,82.66100801193102,,"LINESTRING (72.88713 19.0784551, 72.8877518 19.0789104)",,,,,,Open
2246472615,13683849812,0,1493311582,residential,,,False,False,106.81134594430048,,"LINESTRING (72.88713 19.0784551, 72.8864669 19.0791831)",,,,,,Open
2246472626,6497154928,0,275786437,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,False,71.76007478570031,,"LINESTRING (72.8802537 19.0785395, 72.8802945 19.0791837)",,,,,,Open
2246472626,2246472523,0,275786437,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,True,158.24916275421765,,"LINESTRING (72.8802537 19.0785395, 72.8802454 19.077731, 72.8802444 19.0776304, 72.8802426 19.0774596, 72.8802391 19.0771164)",,,,,,Flooded
2246472626,4357381478,0,437960394,residential,,,False,False,138.80393612836156,,"LINESTRING (72.8802537 19.0785395, 72.8805954 19.0785256, 72.8810192 19.0785611, 72.8815725 19.0785692)",,,,,,Open
2246472632,13353054210,0,22855090,residential,,New Hall Road,False,False,29.01529735221888,,"LINESTRING (72.8829062 19.0786489, 72.8828921 19.0789095)",,,,,,Open
2246472632,13353054210,1,1455971903,residential,,,False,False,90.99417361819026,,"LINESTRING (72.8829062 19.0786489, 72.8827834 19.0786325, 72.8826617 19.0786208, 72.8826202 19.0786273, 72.8825967 19.0786495, 72.8825911 19.0787933, 72.8825953 19.0788587, 72.8826105 19.0788927, 72.8826575 19.0789057, 72.8827433 19.078907, 72.8828921 19.0789095)",,,,,,Open
2246472632,7401192405,0,22855090,residential,,New Hall Road,False,True,124.15428902587772,,"LINESTRING (72.8829062 19.0786489, 72.882917 19.078551, 72.8829539 19.0782073, 72.8829628 19.0780698, 72.8829643 19.0780462, 72.8829774 19.0775351)",,,,,,Open
2246472640,2246472646,0,215242145,residential,,,False,False,61.83434304696733,,"LINESTRING (72.8891679 19.0788059, 72.8896242 19.079157)",,,,,,Open
2246472640,2246472604,0,215242145,residential,,,False,True,97.48872008257112,,"LINESTRING (72.8891679 19.0788059, 72.8884435 19.0782582)",,,,,,Open
2246472640,2246472674,0,215242175,residential,,,False,False,100.38534080773682,,"LINESTRING (72.8891679 19.0788059, 72.8885558 19.079499)",,,,,,Flooded
2246472640,2246472588,0,215242175,residential,,,False,True,94.48221769435868,,"LINESTRING (72.8891679 19.0788059, 72.8897273 19.0781407)",,,,,,Open
2246472644,2246472604,0,215242117,residential,,,False,False,101.92180822852072,,"LINESTRING (72.88782 19.0789603, 72.8884435 19.0782582)",,,,,,Open
2246472644,7046060440,0,427242799,residential,,,False,False,9.063791885006063,,"LINESTRING (72.88782 19.0789603, 72.8877518 19.0789104)",,,,,,Open
2246472644,13720592918,0,427242799,residential,,,False,True,51.686949784159495,,"LINESTRING (72.88782 19.0789603, 72.8882088 19.079245)",,,,,,Open
2246472646,2246472640,0,215242145,residential,,,False,True,61.83434304696733,,"LINESTRING (72.8896242 19.079157, 72.8891679 19.0788059)",,,,,,Open
2246472653,2246472670,0,215242152,residential,,,False,False,44.13014933142118,,"LINESTRING (72.9005918 19.0792221, 72.9002376 19.0794353)",,,,,,Flooded
2246472653,10936416197,0,790332028,residential,,,False,True,70.84272329821418,,"LINESTRING (72.9005918 19.0792221, 72.9002147 19.078694)",,,,,,Open
2246472653,1643035311,0,790332028,residential,,,False,False,75.66054272619424,,"LINESTRING (72.9005918 19.0792221, 72.9009779 19.0797479, 72.9010023 19.0797811)",,,,,,Open
2246472670,2246472681,0,215242152,residential,,,False,False,46.78101043882003,,"LINESTRING (72.9002376 19.0794353, 72.8998742 19.0796783)",,,,,,Open
2246472670,2246472653,0,215242152,residential,,,False,True,44.13014933142118,,"LINESTRING (72.9002376 19.0794353, 72.9005918 19.0792221)",,,,,,Open
2246472670,2246472693,0,1209950948,residential,,,False,False,76.9331456513069,,"LINESTRING (72.9002376 19.0794353, 72.9006179 19.0800265)",,,,,,Open
2246472670,10928692896,0,1209950948,residential,,,False,True,69.32261733242653,,"LINESTRING (72.9002376 19.0794353, 72.8998555 19.0789271)",,,,,,Open
2246472674,2246472640,0,215242175,residential,,,False,True,100.38534080773682,,"LINESTRING (72.8885558 19.079499, 72.8891679 19.0788059)",,,,,,Open
2246472674,13720592912,0,235864136,residential,,,False,True,38.95915987941056,,"LINESTRING (72.8885558 19.079499, 72.8888491 19.0797133)",,,,,,Open
2246472674,13720592914,0,427242799,residential,,,False,False,12.333171402206746,,"LINESTRING (72.8885558 19.079499, 72.888463 19.0794311)",,,,,,Open
2246472681,2246472703,0,215242134,residential,,,False,False,78.34986366320706,,"LINESTRING (72.8998742 19.0796783, 72.9003084 19.0802511)",,,,,,Open
2246472681,2246472670,0,215242152,residential,,,False,True,46.78101043882003,,"LINESTRING (72.8998742 19.0796783, 72.9002376 19.0794353)",,,,,,Open
2246472681,2246472691,0,215242152,residential,,,False,False,44.98525034729749,,"LINESTRING (72.8998742 19.0796783, 72.8997463 19.0797615, 72.8995365 19.0799263)",,,,,,Open
2246472681,10928692896,0,1177195672,residential,,,False,False,111.36390315891413,,"LINESTRING (72.8998742 19.0796783, 72.8995227 19.0791847, 72.8998555 19.0789271)",,,,,,Open
2246472691,2246472697,0,215242152,residential,,,False,False,30.244607147954223,,"LINESTRING (72.8995365 19.0799263, 72.8993152 19.0801002)",,,,,,Open
2246472691,2246472713,0,215242168,residential,,,False,False,78.12083244830677,,"LINESTRING (72.8995365 19.0799263, 72.8999635 19.0805014)",,,,,,Open
2246472691,2246472681,0,215242152,residential,,,False,True,44.98525034729749,,"LINESTRING (72.8995365 19.0799263, 72.8997463 19.0797615, 72.8998742 19.0796783)",,,,,,Open
2246472693,2246472703,0,215242105,residential,,,False,False,41.00664900677047,,"LINESTRING (72.9006179 19.0800265, 72.9003084 19.0802511)",,,,,,Open
2246472693,1643035311,0,1209950947,residential,,,False,True,48.74801901022023,,"LINESTRING (72.9006179 19.0800265, 72.9010023 19.0797811)",,,,,,Open
2246472693,2246472670,0,1209950948,residential,,,False,True,76.9331456513069,,"LINESTRING (72.9006179 19.0800265, 72.9002376 19.0794353)",,,,,,Open
2246472697,2246472691,0,215242152,residential,,,False,True,30.244607147954223,,"LINESTRING (72.8993152 19.0801002, 72.8995365 19.0799263)",,,,,,Open
2246472703,2246472713,0,215242105,residential,,,False,False,45.69759175945187,,"LINESTRING (72.9003084 19.0802511, 72.8999635 19.0805014)",,,,,,Flooded
2246472703,2246472693,0,215242105,residential,,,False,True,41.00664900677047,,"LINESTRING (72.9003084 19.0802511, 72.9006179 19.0800265)",,,,,,Open
2246472703,12071465002,0,215242134,residential,,,False,False,41.83973027366085,,"LINESTRING (72.9003084 19.0802511, 72.9005362 19.0805597)",,,,,,Open
2246472703,2246472681,0,215242134,residential,,,False,True,78.34986366320706,,"LINESTRING (72.9003084 19.0802511, 72.8998742 19.0796783)",,,,,,Flooded
2246472705,12071465003,0,790332028,residential,,,False,True,38.918122706198105,,"LINESTRING (72.9014516 19.0804256, 72.9012479 19.0801333)",,,,,,Open
2246472705,2246472733,0,215242168,residential,,,False,True,87.46240473307427,,"LINESTRING (72.9014516 19.0804256, 72.9014369 19.0804338, 72.9010711 19.0806607, 72.9007554 19.0808566)",,,,,,Open
2246472713,2246472703,0,215242105,residential,,,False,True,45.69759175945187,,"LINESTRING (72.8999635 19.0805014, 72.9003084 19.0802511)",,,,,,Open
2246472713,2246472691,0,215242168,residential,,,False,True,78.12083244830677,,"LINESTRING (72.8999635 19.0805014, 72.8995365 19.0799263)",,,,,,Flooded
2246472713,2246472733,0,215242168,residential,,,False,False,124.17349295926346,,"LINESTRING (72.8999635 19.0805014, 72.9003938 19.0810809, 72.9007554 19.0808566)",,,,,,Open
2246472715,1366028001,0,215242041,residential,,,False,True,162.72550911594388,,"LINESTRING (72.8985716 19.0805199, 72.8985203 19.0805905, 72.8984879 19.080635, 72.8984603 19.0806776, 72.8983007 19.0808952, 72.8982048 19.081093, 72.8981317 19.0812538, 72.8980282 19.0815193, 72.8978913 19.0818267)",,,,,,Open
2246472717,13719082392,0,22855079,residential,,Nathani Road,False,False,6.461126608491853,,"LINESTRING (72.8898378 19.0805782, 72.8898387 19.0806363)",,,,,,Open
2246472717,5242502017,0,1497928387,tertiary,,Nathani Road,True,False,14.1309359891101,,"LINESTRING (72.8898378 19.0805782, 72.8897085 19.0805433)",,,,,,Open
2246472717,5242502020,0,22855079,residential,,Nathani Road,False,True,350.3147441340213,,"LINESTRING (72.8898378 19.0805782, 72.8897994 19.0803507, 72.8897628 19.0801379, 72.8897251 19.079782, 72.8897305 19.0795373, 72.8897643 19.0793063, 72.8898149 19.0790256, 72.889952 19.0786462, 72.8901756 19.0782372, 72.8903465 19.0779665, 72.8905256 19.0775957)",,,,,,Open
2246472733,12071465002,0,215242134,residential,,,False,True,40.25563167348966,,"LINESTRING (72.9007554 19.0808566, 72.9005362 19.0805597)",,,,,,Open
2246472733,2246472705,0,215242168,residential,,,False,False,87.46240473307427,,"LINESTRING (72.9007554 19.0808566, 72.9010711 19.0806607, 72.9014369 19.0804338, 72.9014516 19.0804256)",,,,,,Open
2246472733,2246472713,0,215242168,residential,,,False,True,124.17349295926346,,"LINESTRING (72.9007554 19.0808566, 72.9003938 19.0810809, 72.8999635 19.0805014)",,,,,,Open
2246472776,2622177297,0,437960381,residential,,,False,False,105.09288617299978,,"LINESTRING (72.8804321 19.0813913, 72.8814219 19.0812562)",,,,,,Open
2246472776,1647285907,0,122177878,primary,,Magan Nathuram Road,True,False,401.21828378340695,,"LINESTRING (72.8804321 19.0813913, 72.8804724 19.0823191, 72.8805756 19.0831429, 72.880644 19.0837741, 72.8806833 19.0842043, 72.8807546 19.0849852)",,,,,,Open
2246472903,11071077601,0,367484576,residential,,,False,False,12.89935008802758,,"LINESTRING (72.8790905 19.085004, 72.8792129 19.0850128)",,,,,,Open
2246472903,2246472937,0,215242172,residential,,,False,True,88.0229044082912,,"LINESTRING (72.8790905 19.085004, 72.8791514 19.0851682, 72.8792238 19.0854749, 72.8792775 19.085774)",,,,,,Open
2246472903,2246472914,0,"[151889277, 367484575]",residential,,,False,True,115.38852543425556,,"LINESTRING (72.8790905 19.085004, 72.878057 19.0852682, 72.8780302 19.0852737)",,,yes,,,Open
2246472905,2246472996,0,215242108,residential,,,False,False,154.19797757384472,,"LINESTRING (72.8793969 19.0850212, 72.8798947 19.0863257)",,,,,,Open
2246472905,2246472906,0,367484576,residential,,,False,False,28.528513306430256,,"LINESTRING (72.8793969 19.0850212, 72.8796675 19.0850419)",,,,,,Open
2246472905,11071077601,0,367484576,residential,,,False,True,19.35785331732584,,"LINESTRING (72.8793969 19.0850212, 72.8792129 19.0850128)",,,,,,Open
2246472906,11066779703,0,215242028,residential,,,False,False,135.67766881688726,,"LINESTRING (72.8796675 19.0850419, 72.8796245 19.0838224)",,,,,,Open
2246472906,1647285907,0,367484576,residential,,,False,False,114.40978216043894,,"LINESTRING (72.8796675 19.0850419, 72.8807546 19.0849852)",,,,,,Open
2246472906,2246472905,0,367484576,residential,,,False,True,28.528513306430256,,"LINESTRING (72.8796675 19.0850419, 72.8793969 19.0850212)",,,,,,Open
2246472914,2246472917,0,151889277,residential,,,False,True,36.7495053590595,,"LINESTRING (72.8780302 19.0852737, 72.8776886 19.0853445)",,,,,,Open
2246472914,2246472903,0,"[151889277, 367484575]",residential,,,False,False,115.38852543425556,,"LINESTRING (72.8780302 19.0852737, 72.878057 19.0852682, 72.8790905 19.085004)",,,yes,,,Open
2246472914,2246473062,0,215242137,residential,,,False,True,210.6194767244154,,"LINESTRING (72.8780302 19.0852737, 72.8781291 19.0855532, 72.8781466 19.0856504, 72.8781767 19.0861601, 72.878237 19.0871488)",,,,,,Open
2246472917,2246472914,0,151889277,residential,,,False,False,36.7495053590595,,"LINESTRING (72.8776886 19.0853445, 72.8780302 19.0852737)",,,,,,Open
2246472917,1647285951,0,151889277,residential,,,False,True,42.63325696311662,,"LINESTRING (72.8776886 19.0853445, 72.8772923 19.0854266)",,,,,,Open
2246472917,2246473020,0,215242016,residential,,,False,True,157.7509089402145,,"LINESTRING (72.8776886 19.0853445, 72.8777302 19.0855105, 72.8777728 19.085603, 72.8778481 19.0856693, 72.8779284 19.0857642, 72.8779911 19.0858756, 72.8780438 19.086025, 72.8780363 19.0861222, 72.8779961 19.086198, 72.8778882 19.0862692, 72.8777628 19.0863427, 72.8776875 19.0863972, 72.8776022 19.0864707)",,,,,,Open
2246472919,13353063068,0,215241984,residential,,Khimji Punja Road,False,False,46.01721065098772,,"LINESTRING (72.8830621 19.0854351, 72.8831151 19.0858459)",,,,,,Open
2246472919,1366028055,0,749341288,secondary,,Kale Marg,True,False,63.66744104637217,,"LINESTRING (72.8830621 19.0854351, 72.883665 19.0853784)",,,,,,Open
2246472919,4357367987,0,437958855,residential,,,False,False,103.90304634599212,,"LINESTRING (72.8830621 19.0854351, 72.8830889 19.0852848, 72.883109 19.0852119, 72.8831452 19.0851828, 72.8832123 19.0851644, 72.8832585 19.085134, 72.8832699 19.0850991, 72.8832686 19.0850244, 72.8832592 19.0845932)",,,,,,Open
2246472923,1366028058,0,122177878,primary,,Magan Nathuram Road,True,False,15.4461825253602,,"LINESTRING (72.8808224 19.0854795, 72.8808543 19.0856151)",,,,,,Flooded
2246472923,13353098293,0,215242099,residential,,,False,True,23.335821197761064,,"LINESTRING (72.8808224 19.0854795, 72.8806013 19.0854991)",,,,,,Open
2246472937,2246473009,0,215242172,residential,,,False,True,74.42173337283792,,"LINESTRING (72.8792775 19.085774, 72.8792891 19.0864432)",,,,,,Open
2246472937,2246472903,0,215242172,residential,,,False,False,88.0229044082912,,"LINESTRING (72.8792775 19.085774, 72.8792238 19.0854749, 72.8791514 19.0851682, 72.8790905 19.085004)",,,,,,Open
2246472937,2246472994,0,"[437960392, 215242164]",residential,,,False,True,65.01242584627605,,"LINESTRING (72.8792775 19.085774, 72.8794264 19.0860306, 72.8795995 19.0862725)",,,,,,Open
2246472960,1366028058,0,122183199,primary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,True,35.54357502490864,,"LINESTRING (72.8809198 19.0859287, 72.8808543 19.0856151)",,,,,,Open
2246472960,2246472987,0,215242164,residential,,,False,False,80.6949442654563,,"LINESTRING (72.8809198 19.0859287, 72.8802166 19.0862203)",,,,,,Open
2246472960,4357381475,0,122183199,primary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,False,220.69219310264612,,"LINESTRING (72.8809198 19.0859287, 72.8811466 19.0868535, 72.8811955 19.0870528, 72.8812382 19.0874901, 72.8812405 19.0875648, 72.8812505 19.0878816)",,,,,,Open
2246472987,7402196965,0,215242164,residential,,,False,False,23.03141671192733,,"LINESTRING (72.8802166 19.0862203, 72.8800095 19.0862881)",,,,,,Open
2246472987,2246472960,0,215242164,residential,,,False,True,80.6949442654563,,"LINESTRING (72.8802166 19.0862203, 72.8809198 19.0859287)",,,,,,Flooded
2246472987,13353098293,0,215242099,residential,,,False,False,127.62285813880744,,"LINESTRING (72.8802166 19.0862203, 72.8801138 19.0855422, 72.8806013 19.0854991)",,,,,,Flooded
2246472994,2246473009,0,1334968958,residential,,,False,True,37.73835417219686,,"LINESTRING (72.8795995 19.0862725, 72.8792891 19.0864432)",,,,,,Open
2246472994,2246472937,0,"[437960392, 215242164]",residential,,,False,False,65.01242584627605,,"LINESTRING (72.8795995 19.0862725, 72.8794264 19.0860306, 72.8792775 19.085774)",,,,,,Flooded
2246472994,2246472996,0,215242164,residential,,,False,True,35.49072385280855,,"LINESTRING (72.8795995 19.0862725, 72.8796848 19.0863531, 72.8798027 19.0863602, 72.8798947 19.0863257)",,,,,,Open
2246472996,2246472905,0,215242108,residential,,,False,True,154.19797757384472,,"LINESTRING (72.8798947 19.0863257, 72.8793969 19.0850212)",,,,,,Open
2246472996,7402196965,0,215242164,residential,,,False,True,12.767426532440275,,"LINESTRING (72.8798947 19.0863257, 72.8800095 19.0862881)",,,,,,Open
2246472996,2246472994,0,215242164,residential,,,False,False,35.49072385280855,,"LINESTRING (72.8798947 19.0863257, 72.8798027 19.0863602, 72.8796848 19.0863531, 72.8795995 19.0862725)",,,,,,Open
